id,age,year,wrkstat,hrs1,marital,agekdbrn,sibs,chathr,emailhr,postlife,sex,othlang,born,engunite,payexec,comwht,race,realrinc,educ,grass,degree,letters,aged,realinc,childs,abpoor,abany,prestg80,mapres80,papres80,wordsum,pasei,masei,god,numcong,grass_missing
1509,34,2000,"working fulltime",40,"never married",,2,,0,"yes","male","no","yes","agree",60000,40,"white",15793,11,,"lt high school",,,15793,0,,,44,46,35,,26.7,38.4,,,.a
1510,66,2000,"retired",,"widowed",19,4,,,"yes","female","no","yes","agree",150000,75,"white",,14,"not legal","junior college",,"a bad idea",14131,4,"no","no",46,,,,,,,,"not legal"
1511,24,2000,"unempl, laid off",,"widowed",20,7,,,"yes","male",,"yes",,,,"black",3657,12,"legal","high school","0","a good idea",7481,1,,,24,61,,6,,76.3,,,"legal"
1512,44,2000,"working parttime",30,"never married",24,5,,,"yes","female","yes","yes","disagree",,40,"black",,14,"not legal","junior college",,"a good idea",,3,,,49,42,30,,31.5,63.5,,75,"not legal"
1513,38,2000,"keeping house",,"married",24,8,,,"yes","male",,"yes",,,,"black",,14,,"junior college","3-5",,24937,5,"yes","yes",66,64,69,8,73.9,78.5,"know god exists",40,.a
1514,46,2000,"working parttime",22,"separated",22,24,,,,"male",,"yes",,,,"black",7481,12,"not legal","high school",,"a bad idea",7481,"eight or more","no","no",30,31,,4,,27.5,"dont believe",150,"not legal"
1515,40,2000,"working fulltime",40,"married",16,12,,0,"yes","female",,"yes",,,,"black",12468,13,,"high school","3-5",,29925,1,"no","no",51,66,,5,,73.2,"know god exists",300,.a
1516,75,2000,"retired",,"married",29,3,,,"yes","female","no","yes","strongly agree",80000,75,"white",,18,"not legal","graduate",,"a bad idea",2327,2,"no","no",64,,40,,37.3,,,750,"not legal"
1517,61,2000,"keeping house",,"married",17,6,,,"yes","female",,"yes",,,,"white",,11,"not legal","high school","16-25","a good idea",15793,4,,,65,,30,10,31.5,,"dont believe",150,"not legal"
1518,30,2000,"working fulltime",60,"married",23,1,0,8,,"male",,"yes",,,,"white",21612,12,"legal","high school",,"a good idea",29925,3,"no","no",44,30,35,3,36.4,29.4,"know god exists",,"legal"
1519,38,2000,"working parttime",32,"married",18,3,,,"yes","female","no","yes","agree",250000,70,"white",333,13,"not legal","high school",,"a bad idea",15793,1,,,29,28,,,,32.4,,50,"not legal"
1520,70,2000,"retired",,"widowed",19,13,,,"yes","female","no","yes","agree",30000,70,"white",,12,,"high school",,,7481,4,"no","no",20,,42,,39.4,,,,.a
1521,33,2000,"working parttime",29,"never married",20,1,,,"no","female","no","yes","agree",,90,"white",2327,12,"not legal","lt high school",,"a good idea",2327,2,,,24,42,36,,29.4,29.3,,,"not legal"
1522,38,2000,"working fulltime",50,"married",,2,1,2,"yes","female",,"yes",,,,"white",10806,13,,"high school","6-10",,29925,0,"no","no",64,37,30,5,31.5,25.8,"know god exists",150,.a
1523,50,2000,"keeping house",,"married",25,1,,,"yes","female","yes","yes","agree",500000,80,"white",,14,"not legal","junior college",,"a bad idea",,2,"no","no",46,,61,,76.3,,,250,"not legal"
1524,36,2000,"working fulltime",50,"divorced",20,3,,8,"yes","female","yes","yes","agree",250000,85,"white",24937,17,,"bachelor",,,24937,1,"no","no",51,,44,,52.3,,,550,.a
1525,80,2000,"retired",,"married",24,1,,,"no","male","no","yes","strongly agree","> 1000000",60,"white",,20,"legal","graduate",,"a good idea",44887,3,"yes","yes",72,,44,,50.7,,,,"legal"
1526,70,2000,"retired",,"married",24,0,,,"no","male",,"no",,,,"white",54862,17,"legal","bachelor","11-15","a bad idea",141038,3,,,65,28,28,6,17.1,17.1,"some higher power",1200,"legal"
1527,34,2000,"working fulltime",50,"never married",,0,4,7,"yes","male",,"yes",,,,"white",36575,14,,"high school","1-2",,36575,0,"no","no",51,46,45,5,38.1,38.4,"know god exists",90,.a
1528,73,2000,"keeping house",,"married",24,0,,2,"yes","female","no","yes","disagree","> 1000000",70,"white",,14,"not legal","high school",,"a bad idea",141038,2,,,,64,65,,76.4,85.1,,300,"not legal"
1529,69,2000,"retired",,"widowed",24,1,1,5,,"female",,"yes",,,,"white",,18,"legal","graduate",,"a bad idea",21612,3,"yes","no",44,,47,9,48.5,,"no way to find out",,"legal"
1530,69,2000,"retired",,"married",24,1,,1,"yes","male","no","yes","agree",,100,"white",134018,19,,"graduate",,,141038,7,"no","no",75,,64,,86,,,100,.a
1531,88,2000,"keeping house",,"widowed",27,5,,,"no","female",,"yes",,,,"white",,15,,"high school","0",,,1,"no","no",46,,64,8,86,,"know god exists",,.a
1532,80,2000,"retired",,"widowed",22,2,10,1,"yes","male","no","yes","strongly agree","> 1000000",100,"white",,16,,"bachelor",,,18287,3,"yes","yes",49,,51,,63.5,,,,.a
1533,46,2000,"working fulltime",65,"married",19,3,,,"yes","male",,"yes",,,,"white",12468,13,"not legal","high school","1-2","a good idea",15793,1,,,38,31,36,4,29.5,27.5,"know god exists",5000,"not legal"
1534,42,2000,"working parttime",28,"married",,7,0,3,"yes","female","no","yes","disagree",500000,40,"black",,16,"not legal","bachelor",,"a bad idea",12468,0,,,17,23,34,,24.2,22.5,,100,"not legal"
1535,84,2000,"retired",,"widowed",26,5,,,"yes","female","no","yes","strongly agree",,50,"white",,16,,"bachelor",,,,2,"no",,64,,72,,96,,,500,.a
1536,30,2000,"working fulltime",65,"married",24,4,,,"yes","male","no","yes","agree",,60,"white",66500,12,"not legal","high school",,"a bad idea",66500,2,,,34,32,51,,63.5,38.9,,,"not legal"
1537,33,2000,"working fulltime",40,"married",25,4,2,0,"yes","male","no","yes","strongly agree",4500,60,"black",5985,14,,"high school",,,9143,3,"no","no",27,42,,,,32.3,,70,.a
1538,47,2000,"working fulltime",40,"widowed",21,1,,1,"yes","female","no","yes","agree",500000,70,"white",21612,16,"not legal","bachelor",,"a good idea",21612,3,,,61,34,36,,48.8,37.7,,400,"not legal"
1539,42,2000,"working fulltime",70,"married",30,2,0,30,,"male",,"yes",,,,"white",36575,15,"not legal","junior college",,"a good idea",54862,2,"no","yes",49,64,31,6,38.5,78.5,,,"not legal"
1540,24,2000,"working fulltime",40,"never married",,1,,,"no","male","no","yes","agree",100000,70,"white",9143,15,"not legal","high school",,"a good idea",9143,0,"yes","yes",22,,51,,63.5,,,,"not legal"
1541,74,2000,"retired",,"separated",22,1,,,"yes","female","no","yes","agree",600000,90,"white",,14,"not legal","high school",,"a bad idea",3657,3,"no","no",46,52,39,,53.7,63.2,,9996,"not legal"
1542,54,2000,"working fulltime",40,"married",27,10,,,"yes","female","yes","no","agree",200000,70,"white",36575,17,,"graduate",,"a bad idea",141038,2,,,66,,40,,37.3,,,1000,.b
1543,42,2000,"working parttime",17,"married",30,1,,,"no","female","no","yes","agree",120000,35,"white",2992,16,,"graduate",,,15793,2,"yes","yes",66,46,31,,50.3,38.4,,,.a
1544,48,2000,"working fulltime",50,"married",26,4,,,,"male",,"yes",,,,"black",21612,19,"not legal","graduate",,"a good idea",21612,2,"yes","yes",64,,24,7,29.2,,"know god exists",300,"not legal"
1545,23,2000,"working fulltime",40,"never married",18,5,0,10,"yes","male",,"yes",,,,"white",9143,15,,"junior college","26-50",,9143,1,"yes","yes",50,64,51,5,63.5,85.1,"know god exists",,.a
1546,28,2000,"working fulltime",43,,21,5,0,1,"yes","male","yes","no","agree","> 1000000",70,"other",9143,14,,"junior college",,,9143,1,"yes","yes",60,42,47,,38.2,29.3,,,.a
1547,30,2000,"working fulltime",50,"never married",,2,,,"no","male",,"yes",,,,"white",18287,16,"not legal","bachelor","3-5","a good idea",18287,0,,,32,,75,7,92.3,,"some higher power",400,"not legal"
1548,24,2000,"keeping house",,"never married",,2,,,"yes","male",,"yes",,,,"white",9143,13,"legal","high school","0","a bad idea",9143,0,,,29,,51,5,44.7,,,,"legal"
1549,50,2000,"working fulltime",60,"married",17,0,0,2,"yes","male",,"yes",,,,"black",15793,16,"not legal","graduate","6-10","a good idea",24937,3,,,48,30,36,4,29.8,25.4,"know god exists",1000,"not legal"
1550,33,2000,"working fulltime",40,"married",28,0,,,"no","female","yes","yes","strongly agree",300000,60,"white",21612,14,"not legal","high school",,"a bad idea",29925,2,"no","no",48,35,47,,48.5,26.7,,30,"not legal"
1551,22,2000,"keeping house",,"married",17,2,,0,,"female","no","yes","agree",52000,80,"white",,8,"not legal","lt high school",,"a good idea",3657,2,,,,42,30,,36.5,39.4,,,"not legal"
1552,31,2000,"working fulltime",40,"never married",,3,,,"no","male","yes","no","agree",,40,"other",10806,5,,"lt high school",,,44887,0,"no","no",34,,,,,,,,.a
1553,32,2000,"working fulltime",42,"never married",26,1,0,15,,"female",,"yes",,,,"white",21612,18,"not legal","bachelor",,"a good idea",21612,1,"yes","no",39,66,51,10,63.5,73.2,"know god exists",800,"not legal"
1554,66,2000,"retired",,"married",25,12,,,,"male","no","yes","agree",700000,60,"black",29925,13,"not legal","high school",,"a good idea",36575,2,"no","no",30,23,30,,31.5,22.5,,500,"not legal"
1555,48,2000,"working fulltime",40,"divorced",21,6,,0,"yes","male",,"yes",,,,"white",18287,12,,"high school","0",,18287,2,"yes","no",35,35,40,2,32.3,19.4,"know god exists",,.a
1556,42,2000,"working fulltime",60,"married",,1,,1,"yes","male","no","yes","strongly agree",300000,70,"white",24937,14,,"high school",,,36575,0,"no","no",51,51,48,,67,63.5,,100,.a
1557,38,2000,"working fulltime",45,"married",24,5,0,20,,"male",,"yes",,,,"white",44887,18,"not legal","graduate",,"a good idea",54862,4,"yes","yes",41,,72,6,96,,"know god exists",400,"not legal"
1558,66,2000,"keeping house",,"married",18,3,0,1,"yes","female",,"yes",,,,"white",,11,,"high school","3-5",,21612,1,"no","no",60,28,45,8,38.1,25.2,"know god exists",1000,.a
1559,40,2000,"working parttime",15,"married",30,14,,2,"yes","female","no","yes","strongly agree",600000,40,"white",4987,14,"legal","junior college",,"a good idea",29925,2,,,28,,,,,,,225,"legal"
1560,62,2000,"working fulltime",40,"married",21,3,0,12,"yes","male","no","yes","strongly agree",500000,65,"white",36575,14,"not legal","high school",,"a bad idea",36575,2,,,63,34,36,,28.6,33.9,,480,"not legal"
1561,41,2000,"working fulltime",43,"divorced",26,1,,0,"yes","female","no","yes","agree",80000,65,"white",21612,18,,"bachelor",,,24937,2,"no","no",64,52,,,,69.2,,875,.a
1562,41,2000,"working fulltime",45,"never married",,4,,,"yes","male","no","yes","agree",100000,60,"white",21612,14,,"high school",,,21612,0,"no","no",51,,51,,63.5,,,1000,.a
1563,29,2000,"temp not working",,"never married",,4,2,5,"yes","male",,"yes",,,,"white",15793,13,"legal","high school","16-25","a good idea",44887,0,,,25,46,,3,,38.4,"know god exists",1000,"legal"
1564,25,2000,"working parttime",32,"never married",,7,,,"yes","female","no","yes","disagree",200000,80,"white",5985,16,"not legal","bachelor",,"a good idea",5985,0,"no","no",69,43,64,,86.6,63.2,,2000,"not legal"
1565,24,2000,"working parttime",20,"never married",,6,0,10,,"female","yes","no","disagree",60000,40,"other",2992,17,,"bachelor",,,5985,0,"yes","yes",74,66,,,,73.2,,,.a
1566,29,2000,"working fulltime",50,"never married",,1,,,"yes","male","yes","yes","strongly agree",175000,35,"white",18287,16,"legal","bachelor",,"a bad idea",18287,0,"yes","yes",66,47,30,,29.4,60.6,,600,"legal"
1567,30,2000,"working fulltime",60,"divorced",,3,0,20,"yes","female",,"yes",,,,"white",21612,14,,"high school","1-2",,21612,0,"yes","yes",34,,30,4,31.5,,"know god exists",600,.a
1568,47,2000,"working parttime",30,"divorced",20,3,,0,,"female",,"yes",,,,"white",4322,14,"not legal","high school",,"depends",12468,3,"yes","yes",30,66,86,8,97.2,73.2,"know god exists",100,"not legal"
1569,48,2000,"working fulltime",40,"divorced",22,4,0,7,"yes","female","no","yes","agree",500000,40,"white",18287,15,"legal","high school",,"depends",18287,2,,,58,,47,,48.5,,,,"legal"
1570,27,2000,"working parttime",28,"married",25,5,,15,"yes","male","yes","yes","agree",250000,70,"black",,17,,"bachelor",,,,1,"no","no",23,29,69,,73.9,30.8,,500,.a
1571,39,2000,"working fulltime",40,"never married",,1,,3,"yes","male","no","yes","agree",200000,52,"white",36575,14,"not legal","high school",,"a good idea",36575,0,,,51,33,,,,20.1,,300,"not legal"
1572,49,2000,"working fulltime",45,"divorced",34,4,0,7,"yes","female",,"yes",,,,"white",14131,12,,"high school","50+",,21612,1,"no","no",51,,,4,,,"know god exists",400,.a
1573,23,2000,"working fulltime",50,"never married",,1,0,5,"yes","female",,"yes",,,,"white",18287,16,"not legal","bachelor","6-10","a bad idea",18287,0,,,64,,45,10,65.8,,"believe but doubts",200,"not legal"
1574,27,2000,"working fulltime",40,"never married",,2,0,0,,"female",,"yes",,,,"white",10806,14,"not legal","high school",,"a good idea",10806,0,"no","no",55,,51,7,63.5,,"know god exists",300,"not legal"
1575,34,2000,"working fulltime",60,"never married",,3,,4,,"male",,"yes",,,,"black",29925,16,,"bachelor","6-10",,29925,0,"no","no",32,52,41,6,31.4,69.2,,125,.a
1576,52,2000,"working fulltime",36,"married",28,0,,,"yes","male","no","yes","strongly agree","> 1000000",50,"white",29925,14,"not legal","high school",,"a bad idea",36575,2,"no","no",47,,44,,35.4,,,1000,"not legal"
1577,32,2000,"working parttime",10,"married",30,1,1,4,"yes","female","no","yes","strongly disagree",100000,80,"other",,16,,"bachelor",,,29925,1,"yes","yes",51,64,40,,37.3,78.5,,,.a
1578,55,2000,"working fulltime",45,"never married",,6,,1,"yes","female",,"yes",,,,"white",21612,16,,"bachelor","16-25",,21612,0,"yes","yes",51,,43,,37.3,,"know god exists",500,.a
1579,26,2000,"working fulltime",40,"married",19,1,,,"yes","female","no","yes","strongly agree",90000,60,"white",4322,15,"not legal","high school",,"a bad idea",29925,1,"no","no",40,,24,,29.2,,,,"not legal"
1580,25,2000,"working fulltime",40,"never married",,2,0,40,"yes","male",,"yes",,,,"white",14131,15,"legal","high school","0","a good idea",14131,0,,,40,64,75,9,92.3,78.5,"believe sometimes",6000,"legal"
1581,41,2000,"working fulltime",80,"divorced",,2,0,0,"yes","female",,"yes",,,,"black",36575,16,,"bachelor","3-5",,36575,0,"yes","yes",64,64,45,9,38.1,78.5,"know god exists",800,.a
1582,53,2000,"working fulltime",40,"married",22,1,,,,"female","no","yes","disagree",250000,85,"white",15793,16,"not legal","bachelor",,"depends",44887,2,"no","no",62,33,40,,32.3,27.7,,,"not legal"
1583,81,2000,"retired",,"married",41,4,,,,"male",,"yes",,,,"white",,12,"not legal","high school",,"depends",18287,2,"no","no",40,,40,4,37.3,,"know god exists",,"not legal"
1584,23,2000,"working fulltime",58,"never married",,1,,0,"yes","male","yes","yes","agree",,75,"white",18287,12,,"high school",,,,0,"yes","yes",31,51,30,,31.5,63.5,,,.a
1585,48,2000,"unempl, laid off",,"never married",,3,,,,"male","no","yes","strongly agree",,100,"white",,3,"legal","lt high school",,"a good idea",5985,0,,,17,,33,,20.1,,,,"legal"
1586,40,2000,"keeping house",,"divorced",15,2,75,4,"yes","female","no","yes","disagree",,75,"white",7481,12,"legal","high school",,"a bad idea",7481,4,,,31,33,,,,27.7,,300,"legal"
1587,32,2000,"working fulltime",48,"married",28,1,,,,"male",,"yes",,,,"white",24937,13,"legal","high school",,"depends",24937,2,"no","no",51,46,53,4,52.4,38.4,"know god exists",2000,"legal"
1588,26,2000,"working fulltime",37,"never married",,11,,,"yes","female","no","yes","agree",,70,"white",15793,12,,"high school",,"a good idea",15793,0,"yes","yes",65,28,42,,32.3,32.4,,,.b
1589,60,2000,"working fulltime",40,"divorced",26,0,,0,,"male",,"yes",,,,"white",21612,16,"not legal","bachelor","0","a bad idea",21612,2,,,65,,30,10,38.4,,"no way to find out",,"not legal"
1590,66,2000,"working fulltime",40,"divorced",21,1,,,"yes","female","no","yes","strongly agree",170000,95,"white",10806,12,"not legal","high school",,"a bad idea",29925,4,"no","no",46,,37,,26.7,,,1200,"not legal"
1591,50,2000,"working fulltime",40,"divorced",,3,0,2,,"female",,"yes",,,,"white",15793,12,"legal","high school",,"depends",15793,0,"yes","yes",40,66,51,10,62,73.2,"know god exists",1600,"legal"
1592,39,2000,"working fulltime",50,"married",,1,0,1,,"male","no","yes","agree","> 1000000",75,"white",134018,20,"legal","graduate",,"a bad idea",141038,0,,,86,49,34,,48.6,64.2,,800,"legal"
1593,20,2000,"working fulltime",70,"divorced",16,8,,1,"yes","male","no","yes","disagree",255000,90,"black",2327,12,,"high school",,,2327,3,"no","no",42,20,,,,21.2,,,.a
1594,28,2000,"working fulltime",65,"never married",,1,,0,"yes","male","no","yes","strongly agree","> 1000000",75,"white",18287,16,,"bachelor",,,18287,0,"yes","yes",31,,49,,64.2,,,,.a
1595,58,2000,"working fulltime",60,"married",21,2,0,0,"yes","male",,"yes",,,,"white",134018,20,"not legal","graduate",,"depends",141038,3,,,86,,46,10,62.5,,"believe but doubts",,"not legal"
1596,25,2000,"working fulltime",40,"never married",,3,,,"yes","male","no","yes","agree",,90,"black",29925,15,"not legal","high school",,"a good idea",29925,0,"no","no",74,65,,,,76.4,,,"not legal"
1597,,2000,"working fulltime",60,"divorced",,0,,,"yes","male","no","yes","agree",,5,"black",14131,12,,"high school",,"a good idea",14131,0,"no","no",28,23,36,,28.6,22.5,,1200,.b
1598,53,2000,"working fulltime",40,"separated",20,8,,,"yes","male",,"yes",,,,"black",7481,13,,"high school","0","a good idea",,3,,,42,,42,1,32.3,,"know god exists",3000,.b
1599,73,2000,"retired",,"married",22,6,,,"yes","male","no","yes","agree",75000,50,"white",,12,"not legal","high school",,"a good idea",24937,2,"no","no",,,40,,37.3,,,2500,"not legal"
1600,76,2000,"keeping house",,"married",21,3,,,"yes","female",,"yes",,,,"white",,12,"not legal","high school","3-5",,,1,,,23,,,4,,,"know god exists",,"not legal"
1601,52,2000,"working fulltime",43,"married",21,5,0,2,"no","male",,"yes",,,,"white",29925,13,,"high school","3-5","depends",141038,2,,,51,51,,8,,63.5,"no way to find out",,.b
1602,38,2000,"working fulltime",45,"married",19,7,,0,,"male",,"yes",,,,"white",29925,10,"not legal","lt high school",,"a good idea",29925,4,,"no",45,,49,4,64.1,,"know god exists",40,"not legal"
1603,34,2000,"keeping house",,"married",29,3,9,3,"yes","female",,"yes",,,,"white",,15,"not legal","high school","3-5","a good idea",,2,,,46,,30,6,29.4,,"know god exists",2000,"not legal"
1604,44,2000,"working fulltime",42,"married",25,4,,0,"yes","male","no","yes","strongly agree",200000,70,"black",29925,13,,"high school",,,44887,2,"no","no",42,,37,,38,,,200,.a
1605,38,2000,"working parttime",20,"never married",,1,,,,"male",,"yes",,,,"white",,12,"legal","high school",,"a good idea",,0,"yes","yes",40,46,36,6,28.6,38.4,"no way to find out",,"legal"
1606,34,2000,"keeping house",,"married",31,,,,"yes","female","no","yes",,300000,90,"white",,16,"not legal","bachelor",,"depends",,1,"no",,,,,,,,,,"not legal"
